label,message,tokens,message_length,word_count,avg_word_length
0,well if im that desperate ill just call armand again,"['well', 'im', 'desperate', 'ill', 'call', 'armand']",52,10,5.2
0,yeah thats what i was thinking,"['yeah', 'thats', 'thinking']",30,6,5.0
0,thank u,"['thank', 'u']",7,2,3.5
0,well its not like you actually called someone a punto that woulda been worse,"['well', 'like', 'actually', 'called', 'someone', 'punto', 'woulda', 'worse']",76,14,5.428571428571429
0,cheers for the message zogtorius ive been staring at my phone for an age deciding whether to text or not,"['cheers', 'message', 'zogtorius', 'ive', 'staring', 'phone', 'age', 'deciding', 'whether', 'text']",104,20,5.2
0,aiyo u so poor thing then u dun wan eat u bathe already,"['aiyo', 'u', 'poor', 'thing', 'u', 'dun', 'wan', 'eat', 'u', 'bathe', 'already']",55,13,4.230769230769231
0,sorry man my stash ran dry last night and i cant pick up more until sunday,"['sorry', 'man', 'stash', 'ran', 'dry', 'last', 'night', 'cant', 'pick', 'sunday']",74,16,4.625
0,how tall are you princess,"['tall', 'princess']",25,5,5.0
0,ill give her once i have it plus she said grinule greet you whenever we speak,"['ill', 'give', 'plus', 'said', 'grinule', 'greet', 'whenever', 'speak']",77,16,4.8125
0,what happened in interview,"['happened', 'interview']",26,4,6.5
0,dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num,"['dis', 'yijue', 'jus', 'saw', 'ur', 'mail', 'case', 'huiming', 'havent', 'sent', 'u', 'num', 'dis', 'num']",81,20,4.05
0,no da i am happy that we sit together na,"['da', 'happy', 'sit', 'together', 'na']",40,10,4.0
0,mmmm i cant wait to lick it,"['mmmm', 'cant', 'wait', 'lick']",27,7,3.857142857142857
0,eh den sat u book e kb liao huh,"['eh', 'den', 'sat', 'u', 'book', 'e', 'kb', 'liao', 'huh']",31,9,3.4444444444444446
0,moji just informed me that you saved our lives thanks,"['moji', 'informed', 'saved', 'lives', 'thanks']",53,10,5.3
0,when the first strike is a red one the bird antelope begin toplay in the fieldof selfindependence believe this the flower of contention will growrandom,"['first', 'strike', 'red', 'one', 'bird', 'antelope', 'begin', 'toplay', 'fieldof', 'selfindependence', 'believe', 'flower', 'contention', 'growrandom']",151,25,6.04
0,en chikku nange bakra msg kalstiyathen had teacoffee,"['en', 'chikku', 'nange', 'bakra', 'msg', 'kalstiyathen', 'teacoffee']",52,8,6.5
0,from tomorrow onwards eve to work,"['tomorrow', 'onwards', 'eve', 'work']",33,6,5.5
0,i donno if they are scorable,"['donno', 'scorable']",28,6,4.666666666666667
0,i just saw ron burgundy captaining a party boat so yeah,"['saw', 'ron', 'burgundy', 'captaining', 'party', 'boat', 'yeah']",55,11,5.0
0,will purchase d stuff today and mail to you do you have a po box number,"['purchase', 'stuff', 'today', 'mail', 'po', 'box', 'number']",71,16,4.4375
0,then ur physics get a,"['ur', 'physics', 'get']",21,5,4.2
0,sorry my battery died i can come by but im only getting a gram for now wheres your place,"['sorry', 'battery', 'died', 'come', 'im', 'getting', 'gram', 'wheres', 'place']",88,19,4.631578947368421
1,free ring tone just text polys to then every week get a new tone yrs only wk,"['free', 'ring', 'tone', 'text', 'polys', 'every', 'week', 'get', 'new', 'tone', 'yrs', 'wk']",76,17,4.470588235294118
0,the bus leaves at ltgt,"['bus', 'leaves', 'ltgt']",22,5,4.4
0,hey ive booked the pilates and yoga lesson already haha,"['hey', 'ive', 'booked', 'pilates', 'yoga', 'lesson', 'already', 'haha']",55,10,5.5
1,xmas prize draws we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line valid hrs only,"['xmas', 'prize', 'draws', 'trying', 'contact', 'u', 'todays', 'draw', 'shows', 'prize', 'guaranteed', 'call', 'land', 'line', 'valid', 'hrs']",133,26,5.115384615384615
0,tell me again what your address is,"['tell', 'address']",34,7,4.857142857142857
0,let me know if you need anything else salad or desert or something how many beers shall i get,"['let', 'know', 'need', 'anything', 'else', 'salad', 'desert', 'something', 'many', 'beers', 'shall', 'get']",93,19,4.894736842105263
0,are you the cutest girl in the world or what,"['cutest', 'girl', 'world']",44,10,4.4
0,dear where you will be when i reach there,"['dear', 'reach']",41,9,4.555555555555555
1,you have won a price to claim call,"['price', 'claim', 'call']",34,8,4.25
1,for ur chance to win a cash every wk txt action to tscs wwwmovietriviatv custcare xpwk,"['ur', 'chance', 'win', 'cash', 'every', 'wk', 'txt', 'action', 'tscs', 'wwwmovietriviatv', 'custcare', 'xpwk']",86,16,5.375
0,how come,['come'],8,2,4.0
0,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl,"['promise', 'take', 'good', 'care', 'princess', 'run', 'please', 'send', 'pics', 'get', 'chance', 'ttyl']",105,23,4.565217391304348
1,natalie f is inviting you to be her friend reply yes or no see her wwwsmsacunataliek stop send stop frnd to,"['natalie', 'f', 'inviting', 'friend', 'reply', 'yes', 'see', 'wwwsmsacunataliek', 'stop', 'send', 'stop', 'frnd']",107,21,5.095238095238095
0,erm i thought the contract ran out theth of october,"['erm', 'thought', 'contract', 'ran', 'theth', 'october']",51,10,5.1
1,thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services from colourredtextcolourtxtstar,"['thanks', 'ringtone', 'order', 'reference', 'number', 'x', 'mobile', 'charged', 'tone', 'arrive', 'please', 'call', 'customer', 'services', 'colourredtextcolourtxtstar']",167,24,6.958333333333333
0,hi good mornin thanku wish u d same,"['hi', 'good', 'mornin', 'thanku', 'wish', 'u']",35,8,4.375
0,no home work to do meh,"['home', 'work', 'meh']",22,6,3.6666666666666665
0,good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,"['good', 'afternoon', 'loverboy', 'goes', 'day', 'luck', 'come', 'way', 'think', 'sweetie', 'send', 'love', 'across', 'sea', 'make', 'smile', 'happy']",146,30,4.866666666666666
0,lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get,"['lol', 'know', 'theyre', 'dramatic', 'schools', 'already', 'closed', 'tomorrow', 'apparently', 'cant', 'drive', 'inch', 'snow', 'supposed', 'get']",131,24,5.458333333333333
0,hey pple or for nightsexcellent location wif breakfast hamper,"['hey', 'pple', 'nightsexcellent', 'location', 'wif', 'breakfast', 'hamper']",61,9,6.777777777777778
1,id like to tell you my deepest darkest fantasies call me just pmin to stop texts call nat rate,"['id', 'like', 'tell', 'deepest', 'darkest', 'fantasies', 'call', 'pmin', 'stop', 'texts', 'call', 'nat', 'rate']",94,19,4.947368421052632
0,siva is in hostel aha,"['siva', 'hostel', 'aha']",21,5,4.2
0,oh right ok ill make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,"['oh', 'right', 'ok', 'ill', 'make', 'sure', 'loads', 'work', 'day', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'really', 'help']",143,32,4.46875
0,no screaming means shouting,"['screaming', 'means', 'shouting']",27,4,6.75
0,does not operate after ltgt or what,"['operate', 'ltgt']",35,7,5.0
0,hmm ill have to think about it ok youre forgiven d,"['hmm', 'ill', 'think', 'ok', 'youre', 'forgiven']",50,11,4.545454545454546
0,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom,"['actually', 'deleted', 'old', 'websitenow', 'blogging', 'magicalsongsblogspotcom']",76,11,6.909090909090909
0,call me when u finish then i come n pick u,"['call', 'u', 'finish', 'come', 'n', 'pick', 'u']",42,11,3.8181818181818183
0,i just got home babe are you still awake,"['got', 'home', 'babe', 'still', 'awake']",40,9,4.444444444444445
1,please call immediately as there is an urgent message waiting for you,"['please', 'call', 'immediately', 'urgent', 'message', 'waiting']",69,12,5.75
0,i cant pick the phone right now pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']",50,11,4.545454545454546
0,waqt se pehle or naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai,"['waqt', 'se', 'pehle', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'miltazindgi', 'wo', 'nahi', 'jo', 'hum', 'sochte', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']",123,26,4.730769230769231
0,its not that time of the month nor mid of the time,"['time', 'month', 'mid', 'time']",50,12,4.166666666666667
0,where in abj are you serving are you staying with dad or alone,"['abj', 'serving', 'staying', 'dad', 'alone']",62,13,4.769230769230769
0,you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at pm,"['know', 'old', 'dom', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'last', 'night', 'wants', 'meet', 'today', 'pm']",136,31,4.387096774193548
0,baaaaabe i misss youuuuu where are you i have to go and teach my class at,"['baaaaabe', 'misss', 'youuuuu', 'go', 'teach', 'class']",73,16,4.5625
1,loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on,"['loans', 'purpose', 'even', 'bad', 'credit', 'tenants', 'welcome', 'call', 'noworriesloanscom']",91,15,6.066666666666666
0,heygreat dealfarm tour am to pm pax deposit by may,"['heygreat', 'dealfarm', 'tour', 'pm', 'pax', 'deposit', 'may']",50,10,5.0
0,customer place i will call you,"['customer', 'place', 'call']",30,6,5.0
0,thursday night yeah sure thing well work it out then,"['thursday', 'night', 'yeah', 'sure', 'thing', 'well', 'work']",52,10,5.2
0,how long before you get reply just defer admission til next semester,"['long', 'get', 'reply', 'defer', 'admission', 'til', 'next', 'semester']",68,12,5.666666666666667
0,got meh when,"['got', 'meh']",12,3,4.0
0,okok okthenwhats ur todays plan,"['okok', 'okthenwhats', 'ur', 'todays', 'plan']",31,5,6.2
0,yup how noe leh,"['yup', 'noe', 'leh']",15,4,3.75
1,natalja f is inviting you to be her friend reply yes or no see her wwwsmsacunat stop send stop frnd to,"['natalja', 'f', 'inviting', 'friend', 'reply', 'yes', 'see', 'wwwsmsacunat', 'stop', 'send', 'stop', 'frnd']",102,21,4.857142857142857
0,did u receive my msg,"['u', 'receive', 'msg']",20,5,4.0
0,the message sent is askin for ltgt dollars shoul i pay ltgt or ltgt,"['message', 'sent', 'askin', 'ltgt', 'dollars', 'shoul', 'pay', 'ltgt', 'ltgt']",67,14,4.785714285714286
0,wheres mummys boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm,"['wheres', 'mummys', 'boy', 'good', 'bad', 'positive', 'negative', 'mummy', 'made', 'wait', 'hmmmm']",112,23,4.869565217391305
0,that call cost which i guess isnt bad miss ya need ya want ya love ya,"['call', 'cost', 'guess', 'isnt', 'bad', 'miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']",69,16,4.3125
0,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,"['say', 'slowly', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'itplspls']",148,29,5.103448275862069
1,please call amanda with regard to renewing or upgrading your current tmobile handset free of charge offer ends today tel subject to ts and cs,"['please', 'call', 'amanda', 'regard', 'renewing', 'upgrading', 'current', 'tmobile', 'handset', 'free', 'charge', 'offer', 'ends', 'today', 'tel', 'subject', 'ts', 'cs']",141,25,5.64
0,ill hand her my phone to chat wit u,"['ill', 'hand', 'phone', 'chat', 'wit', 'u']",35,9,3.888888888888889
0,sounds like something that someone testing me would sayy,"['sounds', 'like', 'something', 'someone', 'testing', 'would', 'sayy']",56,9,6.222222222222222
0,so u wan come for our dinner tonight a not,"['u', 'wan', 'come', 'dinner', 'tonight']",42,10,4.2
0,hmm shall i bring a bottle of wine to keep us amused just joking ill still bring a bottle red or white see you tomorrow,"['hmm', 'shall', 'bring', 'bottle', 'wine', 'keep', 'us', 'amused', 'joking', 'ill', 'still', 'bring', 'bottle', 'red', 'white', 'see', 'tomorrow']",119,25,4.76
0,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,"['unfortunately', 'ive', 'found', 'pick', 'sister', 'airport', 'evening', 'dont', 'think', 'ill', 'going', 'try', 'go', 'one', 'th']",168,36,4.666666666666667
0,faith makes things possiblehope makes things worklove makes things beautifulmay you have all three this christmasmerry christmas,"['faith', 'makes', 'things', 'possiblehope', 'makes', 'things', 'worklove', 'makes', 'things', 'beautifulmay', 'three', 'christmasmerry', 'christmas']",128,17,7.529411764705882
1,todays vodafone numbers ending with are selected to a receive a award if your number matches call to receive your award,"['todays', 'vodafone', 'numbers', 'ending', 'selected', 'receive', 'award', 'number', 'matches', 'call', 'receive', 'award']",119,21,5.666666666666667
0,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon,"['good', 'time', 'nice', 'something', 'bit', 'different', 'weekends', 'change', 'see', 'ya', 'soon']",104,23,4.521739130434782
0,gudnitetcpractice going on,"['gudnitetcpractice', 'going']",26,3,8.666666666666666
0,you want to go,"['want', 'go']",14,4,3.5
0,ok omw now you at castor,"['ok', 'omw', 'castor']",24,6,4.0
1,forwarded from please call immediately as there is an urgent message waiting for you,"['forwarded', 'please', 'call', 'immediately', 'urgent', 'message', 'waiting']",84,14,6.0
0,forgot you were working today wanna chat but things are ok so drop me a text when youre free bored etc and ill ring hope all is well nose essay and all xx,"['forgot', 'working', 'today', 'wan', 'na', 'chat', 'things', 'ok', 'drop', 'text', 'youre', 'free', 'bored', 'etc', 'ill', 'ring', 'hope', 'well', 'nose', 'essay', 'xx']",154,33,4.666666666666667
0,nite,['nite'],4,1,4.0
0,hey congrats u id luv but ive had go home,"['hey', 'congrats', 'u', 'id', 'luv', 'ive', 'go', 'home']",41,10,4.1
0,call to the number which is available in appointment and ask to connect the call to waheed fathima,"['call', 'number', 'available', 'appointment', 'ask', 'connect', 'call', 'waheed', 'fathima']",98,18,5.444444444444445
0,pick you up bout ish what time are and that going,"['pick', 'bout', 'ish', 'time', 'going']",49,11,4.454545454545454
0,u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,"['u', 'free', 'sat', 'rite', 'u', 'wan', 'watch', 'infernal', 'affairs', 'wif', 'n', 'darren', 'n', 'mayb', 'xy']",73,17,4.294117647058823
0,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,"['hi', 'dear', 'call', 'urgnt', 'dont', 'know', 'whats', 'problem', 'dont', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']",150,32,4.6875
0,sorry in meeting ill call you later,"['sorry', 'meeting', 'ill', 'call', 'later']",35,7,5.0
0,nah wednesday when should i bring the mini cheetos bag over,"['nah', 'wednesday', 'bring', 'mini', 'cheetos', 'bag']",59,11,5.363636363636363
0,aah bless hows your arm,"['aah', 'bless', 'hows', 'arm']",23,5,4.6
0,just chill for another hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,"['chill', 'another', 'hrs', 'could', 'sleep', 'pain', 'surgical', 'emergency', 'see', 'unfolds', 'okay']",109,22,4.954545454545454
0,bring tat cd don forget,"['bring', 'tat', 'cd', 'forget']",23,5,4.6
0,auntie huai juan never pick up her phone,"['auntie', 'huai', 'juan', 'never', 'pick', 'phone']",40,8,5.0
0,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl i love u kano,"['boy', 'love', 'u', 'grl', 'hogolo', 'boy', 'gold', 'chain', 'kodstini', 'grl', 'agalla', 'boy', 'necklace', 'madstini', 'grl', 'agalla', 'boy', 'hogli', 'mutai', 'eerulli', 'kodthini', 'grl', 'love', 'u', 'kano']",142,27,5.2592592592592595
0,oh fine ill be by tonight,"['oh', 'fine', 'ill', 'tonight']",25,6,4.166666666666667
0,but ill b going sch on mon my sis need take smth,"['ill', 'b', 'going', 'sch', 'mon', 'sis', 'need', 'take', 'smth']",48,12,4.0
0,shant disturb u anymore jia you,"['shant', 'disturb', 'u', 'anymore', 'jia']",31,6,5.166666666666667
0,y cant u try new invention to flyim not joking,"['cant', 'u', 'try', 'new', 'invention', 'flyim', 'joking']",46,10,4.6
1,text banneduk to to see cost p textoperator gga xxx,"['text', 'banneduk', 'see', 'cost', 'p', 'textoperator', 'gga', 'xxx']",51,10,5.1
0,so theres a ring that comes with the guys costumes its there so they can gift their future yowifes hint hint,"['theres', 'ring', 'comes', 'guys', 'costumes', 'gift', 'future', 'yowifes', 'hint', 'hint']",108,21,5.142857142857143
0,hellohow u doingwhat u been up when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline,"['hellohow', 'u', 'doingwhat', 'u', 'u', 'b', 'moving', 'flat', 'cos', 'need', 'arrange', 'pick', 'lamp', 'etc', 'take', 'care', 'hello', 'caroline']",143,31,4.612903225806452
0,i luv u soo much u dont understand how special u r me ring u morrow luv u xxx,"['luv', 'u', 'soo', 'much', 'u', 'dont', 'understand', 'special', 'u', 'r', 'ring', 'u', 'morrow', 'luv', 'u', 'xxx']",77,19,4.052631578947368
0,yes obviously but you are the eggspert and the potato head speak soon,"['yes', 'obviously', 'eggspert', 'potato', 'head', 'speak', 'soon']",69,13,5.3076923076923075
0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,"['hi', 'probably', 'much', 'fun', 'get', 'message', 'thought', 'id', 'txt', 'u', 'cos', 'im', 'bored', 'james', 'farting', 'night']",145,32,4.53125
0,lil fever now fine,"['lil', 'fever', 'fine']",18,4,4.5
0,i thought id get him a watch just cos thats the kind of thing u getanth and he loves so much,"['thought', 'id', 'get', 'watch', 'cos', 'thats', 'kind', 'thing', 'u', 'getanth', 'loves', 'much']",92,21,4.380952380952381
0,thats one of the issues but california is okay no snow so its manageable,"['thats', 'one', 'issues', 'california', 'okay', 'snow', 'manageable']",72,14,5.142857142857143
0,i dont have i shall buy one dear,"['dont', 'shall', 'buy', 'one', 'dear']",32,8,4.0
1,marvel mobile play the official ultimate spiderman game on ur mobile right now text spider to for the game we ll send u a free ball wallpaper,"['marvel', 'mobile', 'play', 'official', 'ultimate', 'spiderman', 'game', 'ur', 'mobile', 'right', 'text', 'spider', 'game', 'send', 'u', 'free', 'ball', 'wallpaper']",141,27,5.222222222222222
0,shall call now dear having food,"['shall', 'call', 'dear', 'food']",31,6,5.166666666666667
0,you were supposed to wake me up gt,"['supposed', 'wake', 'gt']",34,8,4.25
0,all e best ur driving tmr,"['e', 'best', 'ur', 'driving', 'tmr']",25,6,4.166666666666667
0,k ill work something out,"['k', 'ill', 'work', 'something']",24,5,4.8
0,so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already,"['anyways', 'go', 'gym', 'whatever', 'love', 'smiles', 'hope', 'ok', 'good', 'day', 'babe', 'miss', 'much', 'already']",134,30,4.466666666666667
0,im home,"['im', 'home']",7,2,3.5
0,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,"['oi', 'ami', 'parchi', 'na', 'kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'phone', 'ta', 'tul', 'na', 'plz', 'plz']",77,17,4.529411764705882
0,i told your number to gautham,"['told', 'number', 'gautham']",29,6,4.833333333333333
0,yeah give me a call if youve got a minute,"['yeah', 'give', 'call', 'youve', 'got', 'minute']",41,10,4.1
0,i am going to sleep i am tired of travel,"['going', 'sleep', 'tired', 'travel']",40,10,4.0
0,shit babe thasa bit messed upyeh she shudvetold u did urgran knowneway illspeak umoro wen im not asleep,"['shit', 'babe', 'thasa', 'bit', 'messed', 'upyeh', 'shudvetold', 'u', 'urgran', 'knowneway', 'illspeak', 'umoro', 'wen', 'im', 'asleep']",103,18,5.722222222222222
1,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen to email call,"['email', 'alertfrom', 'jeri', 'stewartsize', 'kbsubject', 'lowcost', 'prescripiton', 'drvgsto', 'listen', 'email', 'call']",92,12,7.666666666666667
0,thanx,['thanx'],5,1,5.0
0,please sen my kind advice please come here and try,"['please', 'sen', 'kind', 'advice', 'please', 'come', 'try']",50,10,5.0
0,shes fine good to hear from you how are you my dear happy new year oh,"['shes', 'fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']",69,16,4.3125
0,yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u,"['yar', 'lor', 'wan', 'go', 'c', 'horse', 'racing', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']",82,19,4.315789473684211
0,jus came back fr lunch wif my sis only u leh,"['jus', 'came', 'back', 'fr', 'lunch', 'wif', 'sis', 'u', 'leh']",44,11,4.0
0,i thought slide is enough,"['thought', 'slide', 'enough']",25,5,5.0
1,sexy singles are waiting for you text your age followed by your gender as wither m or f egf for gay men text your age followed by a g egg,"['sexy', 'singles', 'waiting', 'text', 'age', 'followed', 'gender', 'wither', 'f', 'egf', 'gay', 'men', 'text', 'age', 'followed', 'g', 'egg']",137,30,4.566666666666666
0,im on gloucesterroad what are uup to later,"['im', 'gloucesterroad', 'uup', 'later']",42,8,5.25
0,chile please its only a ltdecimalgt hour drive for me i come down all the time and will be subletting febapril for audition season,"['chile', 'please', 'ltdecimalgt', 'hour', 'drive', 'come', 'time', 'subletting', 'febapril', 'audition', 'season']",130,24,5.416666666666667
0,u horrible gal u knew dat i was going out wif him yest n u still come n ask me,"['u', 'horrible', 'gal', 'u', 'knew', 'dat', 'going', 'wif', 'yest', 'n', 'u', 'still', 'come', 'n', 'ask']",78,20,3.9
0,gran onlyfound out afew days agocusoon honi,"['gran', 'onlyfound', 'afew', 'days', 'agocusoon', 'honi']",43,7,6.142857142857143
0,happy new year hope you are having a good semester,"['happy', 'new', 'year', 'hope', 'good', 'semester']",50,10,5.0
0,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao,"['anyway', 'im', 'going', 'shopping', 'cos', 'sis', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']",81,18,4.5
0,you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,"['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared']",151,31,4.870967741935484
0,u attend ur driving lesson how many times a wk n which day,"['u', 'attend', 'ur', 'driving', 'lesson', 'many', 'times', 'wk', 'n', 'day']",58,13,4.461538461538462
0,buy one egg for me daplease,"['buy', 'one', 'egg', 'daplease']",27,6,4.5
0,true its easier with her here,"['true', 'easier']",29,6,4.833333333333333
0,wat u doing there,"['wat', 'u']",17,4,4.25
0,hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about,"['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozles', 'weasels', 'exeter', 'still', 'home']",131,28,4.678571428571429
0,ok can,['ok'],6,2,3.0
0,i love ya too but try and budget your money better babe gary would freak on me if he knew,"['love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'knew']",89,20,4.45
0,two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt,"['two', 'fundamentals', 'cool', 'life', 'walk', 'like', 'king', 'walk', 'like', 'dont', 'carewhoever', 'king', 'gud', 'nyt']",110,22,5.0
1,new mobiles from must go txt nokia to no collect yours todayfrom only wwwtcbiz optout gbpmtmsg,"['new', 'mobiles', 'must', 'go', 'txt', 'nokia', 'collect', 'todayfrom', 'wwwtcbiz', 'optout', 'gbpmtmsg']",94,16,5.875
0,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl,"['never', 'try', 'alone', 'take', 'weight', 'tear', 'comes', 'ur', 'heart', 'falls', 'ur', 'eyes', 'always', 'remember', 'stupid', 'friend', 'share', 'bslvyl']",153,31,4.935483870967742
0,ard lor,"['ard', 'lor']",7,2,3.5
0,does uncle timi help in clearing cars,"['uncle', 'timi', 'help', 'clearing', 'cars']",37,7,5.285714285714286
0,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,"['ummmmmaah', 'many', 'many', 'happy', 'returns', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",82,15,5.466666666666667
0,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,"['u', 'sleeping', 'going', 'take', 'haha', 'got', 'spys', 'wat', 'online', 'checking', 'n', 'replying', 'mails', 'lor']",95,20,4.75
0,i am in tirupur call you da,"['tirupur', 'call', 'da']",27,7,3.857142857142857
0,got but got colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,"['got', 'got', 'colours', 'lor', 'one', 'colour', 'quite', 'light', 'n', 'e', 'darker', 'lor', 'actually', 'im', 'done', 'shes', 'styling', 'hair']",115,24,4.791666666666667
0,im there and i can see you but you cant see me maybe you should reboot ym i seen the buzz,"['im', 'see', 'cant', 'see', 'maybe', 'reboot', 'ym', 'seen', 'buzz']",89,21,4.238095238095238
0,will have two more cartons off u and is very pleased with shelves,"['two', 'cartons', 'u', 'pleased', 'shelves']",65,13,5.0
0,k do i need a login or anything,"['k', 'need', 'login', 'anything']",31,8,3.875
0,east coast,"['east', 'coast']",10,2,5.0
0,sounds gd haha can wah u yan jiu so fast liao,"['sounds', 'gd', 'haha', 'wah', 'u', 'yan', 'jiu', 'fast', 'liao']",45,11,4.090909090909091
1,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline poboxldns,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'mobile', 'landline', 'poboxldns']",131,25,5.24
0,if i not meeting all rite then ill go home lor if dun feel like comin its ok,"['meeting', 'rite', 'ill', 'go', 'home', 'lor', 'dun', 'feel', 'like', 'comin', 'ok']",76,18,4.222222222222222
1,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,"['want', 'new', 'nokia', 'colour', 'phone', 'deliveredtomorrow', 'free', 'minutes', 'mobile', 'free', 'texts', 'free', 'camcorder', 'reply', 'call']",128,23,5.565217391304348
0,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n,"['beauty', 'life', 'next', 'second', 'hides', 'thousands', 'secrets', 'wish', 'every', 'second', 'wonderful', 'ur', 'life', 'gud', 'n']",124,25,4.96
0,don know i didt msg him recently,"['know', 'didt', 'msg', 'recently']",32,7,4.571428571428571
0,hi finally i completed the course,"['hi', 'finally', 'completed', 'course']",33,6,5.5
0,pete can you please ring meive hardly gotany credit,"['pete', 'please', 'ring', 'meive', 'hardly', 'gotany', 'credit']",51,9,5.666666666666667
1,private your account statement for shows unredeemed s i m points call identifier code expires,"['private', 'account', 'statement', 'shows', 'unredeemed', 'points', 'call', 'identifier', 'code', 'expires']",93,15,6.2
0,no its truekdo u knw dis no ltgt,"['truekdo', 'u', 'knw', 'dis', 'ltgt']",32,8,4.0
0,this single single answers are we fighting plus i said am broke and you didnt reply,"['single', 'single', 'answers', 'fighting', 'plus', 'said', 'broke', 'didnt', 'reply']",83,16,5.1875
0,i think chennai well settled,"['think', 'chennai', 'well', 'settled']",28,5,5.6
0,thats good because i need drugs,"['thats', 'good', 'need', 'drugs']",31,6,5.166666666666667
0,just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol,"['forced', 'eat', 'slice', 'im', 'really', 'hungry', 'tho', 'sucks', 'mark', 'getting', 'worried', 'knows', 'im', 'sick', 'turn', 'pizza', 'lol']",137,28,4.892857142857143
0,theoretically yeah he could be able to come,"['theoretically', 'yeah', 'could', 'able', 'come']",43,8,5.375
0,was really good to see you the other day dudette been missing you,"['really', 'good', 'see', 'day', 'dudette', 'missing']",65,13,5.0
0,hey we can go jazz power yoga hip hop kb and yogasana,"['hey', 'go', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'yogasana']",53,12,4.416666666666667
